No.,APG Wave,Date,Time
0,2040,2024-10-08,14:31:27
1,1900,2024-10-08,14:31:27
2,1780,2024-10-08,14:31:27
3,1680,2024-10-08,14:31:27
4,1640,2024-10-08,14:31:27
5,1620,2024-10-08,14:31:27
6,1620,2024-10-08,14:31:27
7,1640,2024-10-08,14:31:27
8,1660,2024-10-08,14:31:27
9,1720,2024-10-08,14:31:27
10,1780,2024-10-08,14:31:27
11,1840,2024-10-08,14:31:27
12,1980,2024-10-08,14:31:27
13,2020,2024-10-08,14:31:27
14,2080,2024-10-08,14:31:27
15,2100,2024-10-08,14:31:27
16,2100,2024-10-08,14:31:27
17,2100,2024-10-08,14:31:27
18,2060,2024-10-08,14:31:27
19,2020,2024-10-08,14:31:27
20,1960,2024-10-08,14:31:27
21,1900,2024-10-08,14:31:27
22,1860,2024-10-08,14:31:27
23,1800,2024-10-08,14:31:27
24,1760,2024-10-08,14:31:27
25,1720,2024-10-08,14:31:27
26,1700,2024-10-08,14:31:27
27,1700,2024-10-08,14:31:27
28,1720,2024-10-08,14:31:27
29,1780,2024-10-08,14:31:27
30,1900,2024-10-08,14:31:27
31,2100,2024-10-08,14:31:27
32,2380,2024-10-08,14:31:27
33,2680,2024-10-08,14:31:27
34,2920,2024-10-08,14:31:27
35,3020,2024-10-08,14:31:27
36,2960,2024-10-08,14:31:27
37,2720,2024-10-08,14:31:27
38,2380,2024-10-08,14:31:27
39,2020,2024-10-08,14:31:27
40,1680,2024-10-08,14:31:27
41,1360,2024-10-08,14:31:27
42,1120,2024-10-08,14:31:27
43,960,2024-10-08,14:31:27
44,920,2024-10-08,14:31:27
45,980,2024-10-08,14:31:27
46,1080,2024-10-08,14:31:27
47,1240,2024-10-08,14:31:27
48,1380,2024-10-08,14:31:27
49,1560,2024-10-08,14:31:27
50,1740,2024-10-08,14:31:27
51,1860,2024-10-08,14:31:27
52,1940,2024-10-08,14:31:27
53,1980,2024-10-08,14:31:27
54,1980,2024-10-08,14:31:27
55,1960,2024-10-08,14:31:28
56,1940,2024-10-08,14:31:28
57,1940,2024-10-08,14:31:28
58,1960,2024-10-08,14:31:28
59,2020,2024-10-08,14:31:28
60,2080,2024-10-08,14:31:28
61,2160,2024-10-08,14:31:28
62,2180,2024-10-08,14:31:28
63,2200,2024-10-08,14:31:28
64,2200,2024-10-08,14:31:28
65,2140,2024-10-08,14:31:28
66,2080,2024-10-08,14:31:28
67,2000,2024-10-08,14:31:28
68,1920,2024-10-08,14:31:28
69,1820,2024-10-08,14:31:28
70,1760,2024-10-08,14:31:28
71,1720,2024-10-08,14:31:28
72,1680,2024-10-08,14:31:28
73,1680,2024-10-08,14:31:28
74,1680,2024-10-08,14:31:28
75,1680,2024-10-08,14:31:28
76,1700,2024-10-08,14:31:28
77,1720,2024-10-08,14:31:28
78,1760,2024-10-08,14:31:28
79,1780,2024-10-08,14:31:28
80,1800,2024-10-08,14:31:28
81,1820,2024-10-08,14:31:28
82,1840,2024-10-08,14:31:28
83,1860,2024-10-08,14:31:28
84,1860,2024-10-08,14:31:28
85,1880,2024-10-08,14:31:28
86,1900,2024-10-08,14:31:28
87,1920,2024-10-08,14:31:28
88,1940,2024-10-08,14:31:28
89,1960,2024-10-08,14:31:28
90,1980,2024-10-08,14:31:28
91,1980,2024-10-08,14:31:28
92,1980,2024-10-08,14:31:28
93,1980,2024-10-08,14:31:28
94,1980,2024-10-08,14:31:28
95,1980,2024-10-08,14:31:28
96,2000,2024-10-08,14:31:28
97,2040,2024-10-08,14:31:28
98,2100,2024-10-08,14:31:28
99,2220,2024-10-08,14:31:28
100,2380,2024-10-08,14:31:28
101,2600,2024-10-08,14:31:28
102,2840,2024-10-08,14:31:28
103,2980,2024-10-08,14:31:28
104,2980,2024-10-08,14:31:28
105,2800,2024-10-08,14:31:28
106,2480,2024-10-08,14:31:28
107,2100,2024-10-08,14:31:28
108,1700,2024-10-08,14:31:28
109,1320,2024-10-08,14:31:28
110,1040,2024-10-08,14:31:28
111,840,2024-10-08,14:31:28
112,740,2024-10-08,14:31:28
113,800,2024-10-08,14:31:28
114,920,2024-10-08,14:31:28
115,1100,2024-10-08,14:31:28
116,1280,2024-10-08,14:31:28
117,1520,2024-10-08,14:31:28
118,1720,2024-10-08,14:31:28
119,1920,2024-10-08,14:31:28
120,2060,2024-10-08,14:31:28
121,2160,2024-10-08,14:31:28
122,2180,2024-10-08,14:31:28
123,2160,2024-10-08,14:31:28
124,2100,2024-10-08,14:31:28
125,2040,2024-10-08,14:31:28
126,1960,2024-10-08,14:31:28
127,1920,2024-10-08,14:31:28
128,1940,2024-10-08,14:31:28
129,1980,2024-10-08,14:31:28
130,2000,2024-10-08,14:31:28
131,2060,2024-10-08,14:31:28
132,2060,2024-10-08,14:31:28
133,2080,2024-10-08,14:31:28
134,2060,2024-10-08,14:31:28
135,2040,2024-10-08,14:31:28
136,1980,2024-10-08,14:31:28
137,1900,2024-10-08,14:31:28
138,1840,2024-10-08,14:31:28
139,1700,2024-10-08,14:31:28
140,1660,2024-10-08,14:31:28
141,1640,2024-10-08,14:31:28
142,1640,2024-10-08,14:31:28
143,1660,2024-10-08,14:31:28
144,1680,2024-10-08,14:31:28
145,1720,2024-10-08,14:31:28
146,1760,2024-10-08,14:31:28
147,1800,2024-10-08,14:31:28
148,1840,2024-10-08,14:31:28
149,1880,2024-10-08,14:31:28
150,1900,2024-10-08,14:31:28
151,1940,2024-10-08,14:31:28
152,1980,2024-10-08,14:31:28
153,1980,2024-10-08,14:31:29
154,2000,2024-10-08,14:31:29
